Hz,Magnitude
773.438,-0.000463028
781.25,-0.000606845
789.062,-0.000825854
796.875,-0.000986835
804.688,-0.0010654
812.5,-0.000993654
820.312,-0.00070781
828.125,-0.000265876
835.938,0.000304797
843.75,0.000885901
851.562,0.00139578
859.375,0.00174938
867.188,0.00188297
875,0.00177297
882.812,0.00144148
890.625,0.000982595
898.438,0.000434908
906.25,-3.98222e-05
914.062,-0.000394514
921.875,-0.000589914
929.688,-0.000642001
937.5,-0.000591345
945.312,-0.000440359
953.125,-0.000316698
960.938,-0.000309421
968.75,-0.000381888
976.562,-0.000592534
984.375,-0.000857163
992.188,-0.00113565
1000,-0.00134443
1007.81,-0.00134909
1015.62,-0.00119242
1023.44,-0.000822075
1031.25,-0.0002676
1039.06,0.000342936
1046.88,0.000965601
1054.69,0.00143333
1062.5,0.00174879
1070.31,0.00179508
1078.12,0.00164187
1085.94,0.00128447
1093.75,0.000849139
1101.56,0.000376134
1109.38,3.07491e-05
1117.19,-0.000206631
1125,-0.000291
1132.81,-0.000253486
1140.62,-0.000166817
1148.44,-9.5764e-05
1156.25,-8.7694e-05
1164.06,-0.000172657
1171.88,-0.000426101
1179.69,-0.000761781
1187.5,-0.00112235
1195.31,-0.00142798
1203.12,-0.00160113
1210.94,-0.00157984
1218.75,-0.00130056
1226.56,-0.000849966
1234.38,-0.000240314
1242.19,0.000408041
1250,0.000992425
1257.81,0.00141447
1265.62,0.00163134
1273.44,0.00161559
1281.25,0.00138927
1289.06,0.00106539
1296.88,0.000674802
1304.69,0.000356391
1312.5,0.000126872
1320.31,6.6756e-06
1328.12,4.27006e-05
1335.94,0.000133582
1343.75,0.000229703
1351.56,0.000245634
1359.38,0.000147618
1367.19,-0.000115018
1375,-0.000478823
1382.81,-0.000916721
1390.62,-0.00133725
1398.44,-0.00167027
1406.25,-0.00177009
1414.06,-0.00166256
1421.88,-0.00131833
1429.69,-0.000791739
1437.5,-0.000170992
1445.31,0.00044855
1453.12,0.000949227
1460.94,0.00129747
1468.75,0.00141245
1476.56,0.00134086
1484.38,0.00112729
1492.19,0.000835087
1500,0.000561422
1507.81,0.000357447
1515.62,0.000241791
1523.44,0.000310801
1531.25,0.000388955
1539.06,0.000546427
1546.88,0.000572162
1554.69,0.00051806
1562.5,0.000308608
1570.31,-9.52708e-05
1578.12,-0.000569247
1585.94,-0.0010883
1593.75,-0.00154403
1601.56,-0.00183047
1609.38,-0.00186876
1617.19,-0.0017019
1625,-0.00129675
1632.81,-0.000739896
1640.62,-0.000140284
1648.44,0.000414578
1656.25,0.00086798
1664.06,0.00107809
1671.88,0.00115621
1679.69,0.00104035
1687.5,0.000832085
1695.31,0.000592596
1703.12,0.000426421
1710.94,0.000390128
1718.75,0.000460294
1726.56,0.00059084
1734.38,0.000773871
1742.19,0.000919929
1750,0.000900147
1757.81,0.000751412
1765.62,0.000387071
1773.44,-9.69086e-05
1781.25,-0.000694235
1789.06,-0.00122974
1796.88,-0.0016544
1804.69,-0.00190423
1812.5,-0.00187003
1820.31,-0.00164244
1828.12,-0.00119393
1835.94,-0.000652779
1843.75,-0.000101047
1851.56,0.00036632
1859.38,0.000692809
1867.19,0.000810805
1875,0.000801058
1882.81,0.000675593
1890.62,0.000497616
1898.44,0.000394544
1906.25,0.000375491
1914.06,0.000476095
1921.88,0.000672985
1929.69,0.000923927
1937.5,0.00111288
1945.31,0.00124586
1953.12,0.00115043
1960.94,0.00087709
1968.75,0.000426719
1976.56,-0.000161839
1984.38,-0.000783512
1992.19,-0.00131478
