Time,Disturbance,Actuator,Error,RMS_E
0.414755,0.285763,0,0.287459,0
0.415005,0.288765,0,0.284699,0
0.415255,0.312366,0,0.30777,0
0.415505,0.353345,0,0.357802,0
0.415755,0.39921,0,0.397633,0
0.416005,0.431345,0,0.433246,0
0.416255,0.4299,0,0.426317,0
0.416505,0.379193,0,0.375695,0
0.416755,0.27241,0,0.272472,0
0.417005,0.114235,0,0.116852,0
0.417255,-0.0790464,0,-0.0816813,0
0.417506,-0.282359,0,-0.27867,0
0.417756,-0.466568,0,-0.462976,0
0.418006,-0.604467,0,-0.604915,0
0.418256,-0.676321,0,-0.677327,0
0.418506,-0.673877,0,-0.673503,0
0.418756,-0.60183,0,-0.602403,0
0.419006,-0.476516,0,-0.480535,0
0.419256,-0.321988,0,-0.325768,0
0.419506,-0.164615,0,-0.168878,0
0.419756,-0.0273318,0,-0.0275896,0
0.420006,0.0750313,0,0.0717013,0
0.420256,0.13832,0,0.134712,0
0.420506,0.168932,0,0.17152,0
0.420756,0.181034,0,0.177765,0
0.421006,0.192055,0,0.194331,0
0.421256,0.217327,0,0.219199,0
0.421506,0.265446,0,0.268778,0
0.421756,0.33536,0,0.337736,0
0.422006,0.416077,0,0.416291,0
0.422256,0.488964,0,0.491139,0
0.422506,0.532205,0,0.529265,0
0.422756,0.526211,0,0.528106,0
0.423006,0.458905,0,0.460338,0
0.423256,0.329318,0,0.327797,0
0.423506,0.14878,0,0.146539,0
0.423756,-0.0607192,0,-0.0609106,0
0.424006,-0.270595,0,-0.271216,0
0.424256,-0.451338,0,-0.448737,0
0.424506,-0.578481,0,-0.580826,0
0.424756,-0.637379,0,-0.635207,0
0.425006,-0.625849,0,-0.627419,0
0.425256,-0.55407,0,-0.553174,0
0.425506,-0.441687,0,-0.43718,0
0.425756,-0.31299,0,-0.313345,0
0.426006,-0.191216,0,-0.191575,0
0.426256,-0.0934381,0,-0.0931292,0
0.426506,-0.0270932,0,-0.0286706,0
0.426756,0.0109046,0,0.0156466,0
0.427006,0.032357,0,0.0276774,0
0.427256,0.0538061,0,0.0558325,0
0.427506,0.0913659,0,0.0878074,0
0.427756,0.155692,0,0.158202,0
0.428006,0.248306,0,0.251342,0
0.428256,0.360334,0,0.363122,0
0.428506,0.473877,0,0.47332,0
0.428756,0.565809,0,0.561432,0
0.429006,0.613111,0,0.617114,0
0.429256,0.598408,0,0.603043,0
0.429506,0.514514,0,0.519305,0
0.429756,0.366753,0,0.364984,0
0.430006,0.172448,0,0.173549,0
0.430256,-0.0422028,0,-0.0460692,0
0.430506,-0.24725,0,-0.251505,0
0.430756,-0.415052,0,-0.410673,0
0.431006,-0.525672,0,-0.526576,0
0.431256,-0.570556,0,-0.571411,0
0.431506,-0.553545,0,-0.550305,0
0.431756,-0.489242,0,-0.492883,0
0.432006,-0.398834,0,-0.39707,0
0.432256,-0.304735,0,-0.302767,0
0.432506,-0.225158,0,-0.226052,0
0.432756,-0.169999,0,-0.165918,0
0.433006,-0.138937,0,-0.139829,0
0.433256,-0.122325,0,-0.125706,0
0.433506,-0.104376,0,-0.10638,0
0.433756,-0.0680879,0,-0.0647569,0
0.434006,-0.000489818,0,-0.00209924,0
0.434256,0.103064,0,0.106684,0
0.434506,0.236594,0,0.231935,0
0.434756,0.383924,0,0.384124,0
0.435006,0.521645,0,0.52105,0
0.435256,0.624128,0,0.629103,0
0.435506,0.669189,0,0.665188,0
0.435756,0.643352,0,0.647273,0
0.436006,0.545181,0,0.540661,0
0.436256,0.386062,0,0.390032,0
0.436506,0.188129,0,0.186607,0
0.436756,-0.0201252,0,-0.0174292,0
0.437006,-0.20965,0,-0.207882,0
0.437256,-0.356683,0,-0.360197,0
0.437506,-0.447211,0,-0.448045,0
0.437756,-0.47917,0,-0.475309,0
0.438006,-0.461841,0,-0.45756,0
0.438256,-0.412733,0,-0.416041,0
0.438506,-0.352582,0,-0.352102,0
0.438756,-0.299917,0,-0.300859,0
0.439007,-0.26639,0,-0.265153,0
0.439257,-0.254033,0,-0.256503,0
0.439507,-0.25508,0,-0.254714,0
0.439757,-0.254455,0,-0.254457,0
0.440007,-0.23419,0,-0.23185,0
0.440257,-0.178726,0,-0.183294,0
0.440507,-0.0798297,0,-0.0828107,0
0.440757,0.060329,0,0.0637334,0
0.441007,0.228435,0,0.230879,0
0.441257,0.40213,0,0.40568,0
0.441507,0.554378,0,0.559084,0
0.441757,0.659149,0,0.663316,0
0.442007,0.697051,0,0.696944,0
0.442257,0.659718,0,0.663326,0
0.442507,0.55174,0,0.55449,0
0.442757,0.38981,0,0.385069,0
0.443007,0.19922,0,0.200918,0
0.443257,0.00858537,0,0.00480754,0
0.443507,-0.156139,0,-0.156899,0
0.443757,-0.276763,0,-0.273853,0
0.444007,-0.346001,0,-0.350813,0
0.444257,-0.368097,0,-0.370699,0
0.444507,-0.356634,0,-0.355163,0
0.444757,-0.330195,0,-0.334202,0
0.445007,-0.307063,0,-0.311372,0
0.445257,-0.300168,0,-0.299644,0
0.445507,-0.313581,0,-0.311626,0
0.445757,-0.341384,0,-0.337,0
0.446007,-0.369275,0,-0.368726,0
0.446257,-0.378388,0,-0.381166,0
0.446507,-0.350506,0,-0.354846,0
0.446757,-0.273317,0,-0.271031,0
0.447007,-0.144407,0,-0.144138,0
0.447257,0.0269835,0,0.0314054,0
0.447507,0.221009,0,0.220737,0
0.447757,0.410748,0,0.406837,0
0.448007,0.567663,0,0.568337,0
0.448257,0.667414,0,0.669537,0
0.448507,0.695041,0,0.694328,0
0.448757,0.648009,0,0.649067,0
0.449007,0.536608,0,0.539267,0
0.449257,0.381511,0,0.381887,0
0.449507,0.209234,0,0.210507,0
0.449757,0.0462502,0,0.0477132,0
0.450007,-0.086466,0,-0.0887125,0
0.450257,-0.177486,0,-0.177366,0
0.450507,-0.226543,0,-0.230378,0
0.450757,-0.243389,0,-0.247618,0
0.451007,-0.244325,0,-0.248411,0
0.451257,-0.247057,0,-0.246114,0
0.451507,-0.265566,0,-0.263042,0
0.451757,-0.305888,0,-0.31033,0
0.452007,-0.36411,0,-0.368594,0
0.452257,-0.42696,0,-0.426618,0
0.452507,-0.474987,0,-0.474191,0
0.452757,-0.487442,0,-0.48266,0
0.453007,-0.447807,0,-0.449824,0
0.453257,-0.348446,0,-0.345376,0
0.453507,-0.193424,0,-0.188505,0
0.453757,0.0013792,0,-0.00254466,0
0.454007,0.210911,0,0.209128,0
0.454257,0.405753,0,0.406838,0
0.454507,0.558042,0,0.561644,0
0.454757,0.647046,0,0.642862,0
0.455007,0.663367,0,0.665415,0
0.455257,0.610463,0,0.610622,0
0.455507,0.503427,0,0.502217,0
0.455757,0.365225,0,0.367994,0
0.456007,0.221383,0,0.219779,0
0.456257,0.0942132,0,0.0983235,0
0.456507,-0.00182779,0,-0.00231605,0
0.456757,-0.0626838,0,-0.065037,0
0.457007,-0.0946831,0,-0.0956321,0
0.457257,-0.111859,0,-0.11011,0
0.457507,-0.131337,0,-0.131088,0
0.457757,-0.168087,0,-0.166445,0
0.458007,-0.230242,0,-0.23122,0
0.458257,-0.316219,0,-0.31837,0
0.458507,-0.41432,0,-0.409737,0
0.458757,-0.505107,0,-0.507967,0
0.459007,-0.565797,0,-0.570373,0
0.459257,-0.575795,0,-0.579593,0
0.459507,-0.521966,0,-0.523952,0
0.459757,-0.402376,0,-0.398855,0
0.460007,-0.227574,0,-0.230491,0
0.460258,-0.019108,0,-0.0185062,0
0.460508,0.194596,0,0.19612,0
0.460758,0.383813,0,0.382902,0
0.461008,0.52344,0,0.527405,0
0.461258,0.59795,0,0.597494,0
0.461508,0.604086,0,0.607749,0
0.461758,0.550847,0,0.548527,0
0.462008,0.456737,0,0.455652,0
0.462258,0.345026,0,0.345335,0
0.462508,0.238147,0,0.242341,0
0.462758,0.152498,0,0.147627,0
0.463008,0.0950706,0,0.0948171,0
0.463258,0.0625016,0,0.0613344,0
0.463508,0.0428289,0,0.0381306,0
0.463758,0.0194623,0,0.0186328,0
0.464008,-0.0236737,0,-0.0186885,0
0.464258,-0.0970739,0,-0.093095,0
0.464508,-0.201987,0,-0.198966,0
0.464758,-0.329083,0,-0.326999,0
0.465008,-0.459784,0,-0.460879,0
0.465258,-0.570105,0,-0.573905,0
0.465508,-0.63597,0,-0.638154,0
0.465758,-0.638877,0,-0.638623,0
0.466008,-0.570463,0,-0.566054,0
0.466258,-0.434953,0,-0.439724,0
0.466508,-0.248814,0,-0.245804,0
0.466758,-0.0376865,0,-0.0344651,0
0.467008,0.168712,0,0.1654,0
0.467258,0.342579,0,0.338096,0
0.467508,0.463416,0,0.462824,0
0.467758,0.521901,0,0.521274,0
0.468008,0.520945,0,0.520406,0
0.468258,0.474086,0,0.469989,0
0.468508,0.401493,0,0.402914,0
0.468758,0.324677,0,0.329144,0
0.469008,0.261035,0,0.265651,0
0.469258,0.219793,0,0.217689,0
0.469508,0.2001,0,0.199646,0
0.469758,0.191841,0,0.196004,0
0.470008,0.178842,0,0.182553,0
0.470258,0.143818,0,0.141376,0
0.470508,0.0736001,0,0.0783505,0
0.470758,-0.0365102,0,-0.0320312,0
0.471008,-0.180384,0,-0.18255,0
0.471258,-0.341464,0,-0.343036,0
0.471508,-0.495721,0,-0.496036,0
0.471758,-0.616611,0,-0.619976,0
0.472008,-0.680867,0,-0.684713,0
0.472258,-0.673761,0,-0.677135,0
0.472508,-0.592591,0,-0.597066,0
0.472758,-0.447609,0,-0.444708,0
0.473008,-0.260026,0,-0.263266,0
0.473258,-0.0576952,0,-0.0601219,0
0.473508,0.130623,0,0.134568,0
0.473758,0.281071,0,0.276333,0
0.474008,0.379227,0,0.375357,0
0.474258,0.422403,0,0.421782,0
0.474508,0.419071,0,0.417671,0
0.474758,0.385865,0,0.383183,0
0.475008,0.342657,0,0.341511,0
0.475258,0.307187,0,0.305863,0
0.475508,0.290336,0,0.288883,0
0.475758,0.293427,0,0.296111,0
0.476008,0.308052,0,0.310901,0
0.476258,0.318506,0,0.315783,0
0.476508,0.306228,0,0.301632,0
0.476758,0.255151,0,0.258666,0
0.477008,0.156595,0,0.152569,0
0.477258,0.0125121,0,0.0159824,0
0.477508,-0.163794,0,-0.165969,0
0.477758,-0.349649,0,-0.347072,0
0.478008,-0.517419,0,-0.520867,0
0.478258,-0.640143,0,-0.640308,0
0.478508,-0.697322,0,-0.69651,0
0.478758,-0.679299,0,-0.682713,0
0.479008,-0.589379,0,-0.591479,0
0.479258,-0.443079,0,-0.439874,0
0.479508,-0.26474,0,-0.269167,0
0.479758,-0.0822733,0,-0.0861231,0
0.480008,0.0786682,0,0.0788665,0
0.480258,0.199895,0,0.201692,0
0.480508,0.273906,0,0.272512,0
0.480758,0.304476,0,0.307242,0
0.481008,0.30457,0,0.305969,0
0.481258,0.292101,0,0.291602,0
0.481508,0.284692,0,0.284661,0
0.481759,0.294546,0,0.292726,0
0.482009,0.32503,0,0.324062,0
0.482259,0.369509,0,0.366181,0
0.482509,0.41292,0,0.41309,0
0.482759,0.435585,0,0.440094,0
0.483009,0.418504,0,0.422025,0
0.483259,0.348612,0,0.348131,0
0.483509,0.222919,0,0.221521,0
0.483759,0.0502376,0,0.0527532,0
0.484009,-0.149671,0,-0.145575,0
0.484259,-0.349694,0,-0.350292,0
0.484509,-0.520695,0,-0.516072,0
0.484759,-0.637469,0,-0.635187,0
0.485009,-0.683914,0,-0.68051,0
0.485259,-0.656221,0,-0.655973,0
0.485509,-0.563418,0,-0.564558,0
0.485759,-0.425041,0,-0.420148,0
0.486009,-0.266605,0,-0.26516,0
0.486259,-0.113914,0,-0.111178,0
0.486509,0.0124606,0,0.0122844,0
0.486759,0.101217,0,0.105903,0
0.487009,0.152019,0,0.151979,0
0.487259,0.174343,0,0.17178,0
0.487509,0.184096,0,0.188969,0
0.487759,0.198562,0,0.200923,0
0.488009,0.231219,0,0.230484,0
0.488259,0.287516,0,0.284188,0
0.488509,0.362869,0,0.3618,0
0.488759,0.443255,0,0.448167,0
0.489009,0.508373,0,0.50411,0
0.489259,0.536513,0,0.537221,0
0.489509,0.510177,0,0.508766,0
0.489759,0.420819,0,0.418309,0
0.490009,0.271731,0,0.273896,0
0.490259,0.0782438,0,0.0748914,0
0.490509,-0.134795,0,-0.132323,0
0.490759,-0.337788,0,-0.337454,0
0.491009,-0.502351,0,-0.501814,0
0.491259,-0.60695,0,-0.610957,0
0.491509,-0.641081,0,-0.638357,0
0.491759,-0.607007,0,-0.607626,0
0.492009,-0.518614,0,-0.523496,0
0.492259,-0.39777,0,-0.396893,0
0.492509,-0.269055,0,-0.269049,0
0.492759,-0.154091,0,-0.152705,0
0.493009,-0.0668844,0,-0.0709359,0
0.493259,-0.011193,0,-0.0158512,0
0.493509,0.019408,0,0.022101,0
0.493759,0.0388968,0,0.0384663,0
0.494009,0.0642788,0,0.0623365,0
0.494259,0.110295,0,0.112142,0
0.494509,0.184751,0,0.187301,0
0.494759,0.285594,0,0.283554,0
0.495009,0.400534,0,0.405487,0
0.495259,0.509347,0,0.512846,0
0.495509,0.588272,0,0.585579,0
0.495759,0.61565,0,0.620315,0
0.496009,0.577218,0,0.581149,0
0.496259,0.469999,0,0.471473,0
0.496509,0.303633,0,0.299964,0
0.496759,0.0990201,0,0.103702,0
0.497009,-0.115698,0,-0.115746,0
0.497259,-0.310705,0,-0.308889,0
0.497509,-0.460467,0,-0.462611,0
0.497759,-0.548696,0,-0.546193,0
0.498009,-0.571122,0,-0.568519,0
0.498259,-0.535675,0,-0.534233,0
0.498509,-0.459767,0,-0.458234,0
0.498759,-0.365654,0,-0.362413,0
0.499009,-0.27487,0,-0.276514,0
0.499259,-0.20312,0,-0.203959,0
0.499509,-0.15684,0,-0.152221,0
0.499759,-0.132274,0,-0.129186,0
0.500009,-0.117157,0,-0.112789,0
0.500259,-0.0946925,0,-0.097205,0
0.500509,-0.0487107,0,-0.0462898,0
0.500759,0.0312987,0,0.0292778,0
0.501009,0.146433,0,0.143626,0
0.501259,0.286988,0,0.287006,0
0.501509,0.433863,0,0.430044,0
0.501759,0.562247,0,0.558208,0
0.502009,0.647063,0,0.648936,0
0.502259,0.668631,0,0.667568,0
0.502509,0.61736,0,0.619167,0
0.502759,0.496295,0,0.501187,0
0.503009,0.320895,0,0.324813,0
0.503259,0.11606,0,0.116884,0
0.503509,-0.0888379,0,-0.0859586,0
0.503759,-0.265988,0,-0.263901,0
0.504009,-0.394558,0,-0.391085,0
0.504259,-0.464563,0,-0.461615,0
0.504509,-0.478024,0,-0.481281,0
0.504759,-0.447518,0,-0.44425,0
0.505009,-0.39228,0,-0.396558,0
0.505259,-0.332882,0,-0.328898,0
0.505509,-0.285932,0,-0.285124,0
0.505759,-0.25996,0,-0.264273,0
0.506009,-0.253524,0,-0.251174,0
0.506259,-0.25595,0,-0.254861,0
0.506509,-0.250606,0,-0.248803,0
0.506759,-0.219746,0,-0.220426,0
0.507009,-0.149871,0,-0.154838,0
0.507259,-0.0360338,0,-0.0367755,0
0.507509,0.115697,0,0.114753,0
0.507759,0.288567,0,0.288728,0
0.508009,0.45803,0,0.453949,0
0.508259,0.596721,0,0.600145,0
0.508509,0.680309,0,0.679343,0
0.508759,0.692801,0,0.694399,0
0.509009,0.630165,0,0.635142,0
0.509259,0.501361,0,0.50302,0
0.509509,0.326537,0,0.327066,0
0.509759,0.13276,0,0.136226,0
0.510009,-0.0516482,0,-0.0546765,0
0.510259,-0.202849,0,-0.200812,0
0.510509,-0.306148,0,-0.310612,0
0.510759,-0.358299,0,-0.358803,0
0.511009,-0.367085,0,-0.370586,0
0.511259,-0.348335,0,-0.344854,0
0.511509,-0.321146,0,-0.326046,0
0.511759,-0.302483,0,-0.299399,0
0.512008,-0.302543,0,-0.300793,0
0.512258,-0.321983,0,-0.323303,0
0.512508,-0.351755,0,-0.353557,0
0.512758,-0.375459,0,-0.374919,0
0.513008,-0.373853,0,-0.372992,0
0.513258,-0.330179,0,-0.32622,0
0.513508,-0.235124,0,-0.230577,0
0.513758,-0.0901986,0,-0.0909281,0
0.514008,0.091518,0,0.0884988,0
0.514258,0.287276,0,0.28257,0
0.514508,0.468982,0,0.466645,0
0.514758,0.608853,0,0.606938,0
0.515008,0.685252,0,0.683797,0
0.515258,0.687215,0,0.691933,0
0.515508,0.616651,0,0.61686,0
0.515758,0.487747,0,0.48741,0
0.516008,0.323782,0,0.323091,0
0.516258,0.151874,0,0.149617,0
0.516508,-0.00279149,0,0.000829431,0
0.516758,-0.122128,0,-0.126447,0
0.517008,-0.198453,0,-0.202969,0
0.517258,-0.235118,0,-0.234245,0
0.517508,-0.244588,0,-0.242522,0
0.517758,-0.244212,0,-0.247663,0
0.518008,-0.251042,0,-0.254591,0
0.518258,-0.27671,0,-0.280147,0
0.518508,-0.324002,0,-0.322369,0
0.518758,-0.385646,0,-0.38237,0
0.519008,-0.445843,0,-0.444628,0
0.519258,-0.4841,0,-0.485278,0
0.519508,-0.480529,0,-0.479733,0
0.519758,-0.421099,0,-0.422717,0
0.520008,-0.301957,0,-0.30013,0
0.520258,-0.131255,0,-0.128643,0
0.520508,0.0716024,0,0.0710098,0
0.520758,0.279501,0,0.284432,0
0.521008,0.462878,0,0.465811,0
0.521258,0.5957,0,0.595622,0
0.521508,0.660726,0,0.661673,0
0.521758,0.652791,0,0.651836,0
0.522008,0.57956,0,0.582874,0
0.522258,0.459284,0,0.455796,0
0.522508,0.31642,0,0.311676,0
0.522758,0.175993,0,0.176117,0
0.523008,0.0581452,0,0.0609271,0
0.523258,-0.0260019,0,-0.0231075,0
0.523508,-0.0760331,0,-0.0736018,0
0.523758,-0.101246,0,-0.102563,0
0.524008,-0.117281,0,-0.114881,0
0.524258,-0.141121,0,-0.136414,0
0.524508,-0.185899,0,-0.181311,0
0.524758,-0.256699,0,-0.255001,0
0.525008,-0.348467,0,-0.348025,0
0.525258,-0.446547,0,-0.449027,0
0.525508,-0.529819,0,-0.526729,0
0.525757,-0.575611,0,-0.571824,0
0.526007,-0.565284,0,-0.568111,0
0.526257,-0.489126,0,-0.492776,0
0.526507,-0.349379,0,-0.354293,0
0.526757,-0.160557,0,-0.156656,0
0.527007,0.0529752,0,0.053396,0
0.527257,0.261702,0,0.258147,0
0.527507,0.436784,0,0.439855,0
0.527757,0.555883,0,0.557994,0
0.528007,0.607377,0,0.608801,0
0.528257,0.592213,0,0.594492,0
0.528507,0.522992,0,0.524448,0
0.528757,0.420395,0,0.418927,0
0.529007,0.308027,0,0.308624,0
0.529257,0.206805,0,0.20509,0
0.529507,0.130263,0,0.12788,0
0.529757,0.081944,0,0.0770347,0
0.530007,0.0553075,0,0.0526776,0
0.530257,0.0363395,0,0.0385591,0
0.530507,0.00804866,0,0.0109638,0
0.530757,-0.0443607,0,-0.0490372,0
0.531007,-0.12857,0,-0.130655,0
0.531257,-0.242354,0,-0.241166,0
0.531507,-0.373041,0,-0.371143,0
0.531757,-0.499763,0,-0.498305,0
0.532007,-0.597871,0,-0.602754,0
0.532257,-0.644547,0,-0.640215,0
0.532507,-0.624225,0,-0.621511,0
0.532757,-0.532552,0,-0.529082,0
0.533007,-0.377971,0,-0.374055,0
0.533257,-0.180452,0,-0.178455,0
0.533507,0.0324039,0,0.0312316,0
0.533757,0.230853,0,0.232175,0
0.534007,0.388985,0,0.392514,0
0.534257,0.489688,0,0.493342,0
0.534507,0.527684,0,0.532346,0
0.534757,0.509669,0,0.514449,0
0.535007,0.451939,0,0.447685,0
0.535257,0.375698,0,0.374262,0
0.535507,0.301637,0,0.305904,0
0.535757,0.244834,0,0.240799,0
0.536007,0.211273,0,0.210032,0
0.536257,0.196822,0,0.197779,0
0.536507,0.188945,0,0.187107,0
0.536757,0.170527,0,0.170311,0
0.537007,0.125083,0,0.126265,0
0.537257,0.0417966,0,0.0404059,0
0.537507,-0.0805986,0,-0.0767298,0
0.537757,-0.232366,0,-0.231159,0
0.538007,-0.394073,0,-0.3956,0
0.538257,-0.54026,0,-0.541418,0
0.538507,-0.644827,0,-0.645989,0
0.538757,-0.686792,0,-0.686079,0
0.539007,-0.655101,0,-0.65051,0
0.539257,-0.551335,0,-0.554107,0
0.539506,-0.389672,0,-0.385371,0
0.539756,-0.194045,0,-0.190804,0
0.540006,0.00671649,0,0.00520675,0
0.540256,0.184874,0,0.184407,0
0.540506,0.319258,0,0.322882,0
0.540756,0.399166,0,0.402894,0
0.541006,0.425751,0,0.421848,0
0.541256,0.410553,0,0.410369,0
0.541506,0.371906,0,0.369175,0
0.541756,0.32954,0,0.331903,0
0.542006,0.299378,0,0.300262,0
0.542256,0.289373,0,0.293251,0
0.542506,0.297569,0,0.297397,0
0.542756,0.312801,0,0.312107,0
0.543006,0.317883,0,0.316753,0
0.543256,0.294469,0,0.292745,0
0.543506,0.228452,0,0.23318,0
0.543756,0.114328,0,0.115558,0
0.544006,-0.0421873,0,-0.041473,0
0.544256,-0.2244,0,-0.219531,0
0.544506,-0.407476,0,-0.412396,0
0.544756,-0.563352,0,-0.559207,0
0.545006,-0.666598,0,-0.670662,0
0.545256,-0.699825,0,-0.703683,0
0.545506,-0.657503,0,-0.65752,0
0.545756,-0.547087,0,-0.543139,0
0.546006,-0.387465,0,-0.382753,0
0.546256,-0.204751,0,-0.209162,0
0.546506,-0.026753,0,-0.0293358,0
0.546756,0.122828,0,0.126786,0
0.547006,0.22903,0,0.22546,0
0.547256,0.288092,0,0.292548,0
0.547506,0.307046,0,0.305796,0
0.547756,0.301003,0,0.300379,0
0.548006,0.288418,0,0.289868,0
0.548256,0.285621,0,0.284423,0
0.548506,0.302253,0,0.300096,0
0.548756,0.338439,0,0.341145,0
0.549006,0.384531,0,0.386439,0
0.549256,0.42347,0,0.425454,0
0.549506,0.435191,0,0.437547,0
0.549756,0.40211,0,0.399869,0
0.550006,0.314038,0,0.312797,0
0.550256,0.171695,0,0.168302,0
0.550506,-0.0123276,0,-0.00908316,0
0.550756,-0.215423,0,-0.217961,0
0.551006,-0.409195,0,-0.411396,0
0.551256,-0.565144,0,-0.569311,0
0.551506,-0.660508,0,-0.657903,0
0.551756,-0.68292,0,-0.681907,0
0.552006,-0.632766,0,-0.628313,0
0.552256,-0.5228,0,-0.527215,0
0.552506,-0.375089,0,-0.377325,0
0.552756,-0.215855,0,-0.214779,0
0.553006,-0.0697667,0,-0.0676272,0
0.553255,0.0452453,0,0.0418081,0
0.553505,0.121346,0,0.125338,0
0.553755,0.161581,0,0.158143,0
0.554005,0.178,0,0.180671,0
0.554255,0.187441,0,0.191367,0
0.554505,0.206584,0,0.20532,0
0.554755,0.246668,0,0.247258,0
0.555005,0.310038,0,0.308345,0
0.555255,0.3889,0,0.386984,0
0.555505,0.466781,0,0.463412,0
0.555755,0.522345,0,0.522312,0
0.556005,0.534653,0,0.538566,0
0.556255,0.488589,0,0.48697,0
0.556505,0.379229,0,0.378072,0
0.556755,0.213803,0,0.210151,0
0.557005,0.0110832,0,0.00859925,0
0.557255,-0.201994,0,-0.201516,0
0.557505,-0.395581,0,-0.393349,0
0.557755,-0.542905,0,-0.543646,0
0.558005,-0.625604,0,-0.630395,0
0.558255,-0.63719,0,-0.641373,0
0.558505,-0.583873,0,-0.584299,0
0.558755,-0.482533,0,-0.487053,0
0.559005,-0.356571,0,-0.358742,0
0.559255,-0.230186,0,-0.226392,0
0.559505,-0.122996,0,-0.125335,0
0.559755,-0.0459075,0,-0.0453638,0
0.560005,0.000686132,0,0.0050005,0
0.560255,0.0259979,0,0.0242475,0
0.560505,0.0455113,0,0.0488916,0
0.560755,0.0760765,0,0.0752167,0
0.561005,0.130698,0,0.133205,0
0.561255,0.21423,0,0.211635,0
0.561505,0.321301,0,0.322958,0
0.561755,0.436743,0,0.441386,0
0.562005,0.538662,0,0.543512,0
0.562255,0.603365,0,0.599176,0
0.562505,0.611004,0,0.612871,0
0.562755,0.550576,0,0.547882,0
0.563005,0.423052,0,0.422907,0
0.563255,0.241906,0,0.241061,0
0.563505,0.0308878,0,0.0307492,0
0.563755,-0.180715,0,-0.176626,0
0.564005,-0.363827,0,-0.360204,0
0.564255,-0.495384,0,-0.493051,0
0.564505,-0.562714,0,-0.560779,0
0.564755,-0.565534,0,-0.562634,0
0.565005,-0.515138,0,-0.519047,0
0.565255,-0.431008,0,-0.426825,0
0.565505,-0.335816,0,-0.333847,0
0.565755,-0.249729,0,-0.250114,0
0.566005,-0.185795,0,-0.181509,0
0.566255,-0.147217,0,-0.150974,0
0.566505,-0.127254,0,-0.125536,0
0.566755,-0.11172,0,-0.110871,0
0.567005,-0.0834381,0,-0.0837902,0
0.567254,-0.0275116,0,-0.023423,0
0.567504,0.0639066,0,0.06861,0
0.567754,0.188582,0,0.187267,0
0.568004,0.33354,0,0.329056,0
0.568254,0.477399,0,0.47773,0
0.568504,0.594657,0,0.592149,0
0.568754,0.661333,0,0.658228,0
0.569004,0.660496,0,0.659032,0
0.569254,0.586371,0,0.582703,0
0.569504,0.446039,0,0.450943,0
0.569754,0.258393,0,0.260717,0
0.570004,0.050311,0,0.046684,0
0.570254,-0.148635,0,-0.148292,0
0.570504,-0.312311,0,-0.315196,0
0.570754,-0.422996,0,-0.418332,0
0.571004,-0.474465,0,-0.478269,0
0.571254,-0.472363,0,-0.471091,0
0.571504,-0.431855,0,-0.429925,0
0.571754,-0.373161,0,-0.368935,0
0.572004,-0.316205,0,-0.320229,0
0.572254,-0.275381,0,-0.275483,0
0.572504,-0.256173,0,-0.253386,0
