Time,Disturbance,Actuator,Error,RMS_E,W_S,W_C
0.450507,-0.230766,0,-0.229634,0,0,0
0.450757,-0.238793,0,-0.235082,0,0,0
0.451007,-0.244591,0,-0.240068,0,0,0
0.451257,-0.251472,0,-0.249834,0,0,0
0.451507,-0.262421,0,-0.2643,0,0,0
0.451757,-0.306151,0,-0.303989,0,0,0
0.452007,-0.362165,0,-0.365089,0,0,0
0.452257,-0.426754,0,-0.428762,0,0,0
0.452507,-0.475117,0,-0.47778,0,0,0
0.452757,-0.485527,0,-0.489083,0,0,0
0.453007,-0.451418,0,-0.452229,0,0,0
0.453257,-0.3509,0,-0.350128,0,0,0
0.453507,-0.197767,0,-0.195984,0,0,0
0.453757,0.00600721,0,0.00213303,0,0,0
0.454007,0.210677,0,0.21337,0,0,0
0.454257,0.405962,0,0.406916,0,0,0
0.454507,0.562851,0,0.562396,0,0,0
0.454757,0.651384,0,0.654757,0,0,0
0.455007,0.665325,0,0.663026,0,0,0
0.455257,0.608851,0,0.604044,0,0,0
0.455507,0.505793,0,0.510232,0,0,0
0.455757,0.361145,0,0.359713,0,0,0
0.456007,0.220148,0,0.220807,0,0,0
0.456257,0.0911581,0,0.0952136,0,0,0
0.456507,0.00307476,0,0.00655193,0,0,0
0.456757,-0.0580935,0,-0.0531249,0,0,0
0.457007,-0.0902725,0,-0.0892222,0,0,0
0.457257,-0.115716,0,-0.113874,0,0,0
0.457507,-0.133118,0,-0.132614,0,0,0
0.457757,-0.166243,0,-0.161417,0,0,0
0.458007,-0.234909,0,-0.230324,0,0,0
0.458257,-0.314122,0,-0.315091,0,0,0
0.458507,-0.417079,0,-0.415839,0,0,0
0.458757,-0.500749,0,-0.49737,0,0,0
0.459007,-0.561918,0,-0.565352,0,0,0
0.459257,-0.580122,0,-0.57659,0,0,0
0.459507,-0.522278,0,-0.519247,0,0,0
0.459757,-0.404267,0,-0.407126,0,0,0
0.460007,-0.229232,0,-0.228514,0,0,0
0.460258,-0.023741,0,-0.0213033,0,0,0
0.460508,0.191854,0,0.191294,0,0,0
0.460758,0.3887,0,0.384084,0,0,0
0.461008,0.525689,0,0.529476,0,0,0
0.461258,0.593308,0,0.590121,0,0,0
0.461508,0.600441,0,0.602019,0,0,0
0.461758,0.553549,0,0.556453,0,0,0
0.462008,0.452183,0,0.448666,0,0,0
0.462258,0.343399,0,0.34182,0,0,0
0.462508,0.235744,0,0.23799,0,0,0
0.462758,0.148179,0,0.144428,0,0,0
0.463008,0.0996498,0,0.100501,0,0,0
0.463258,0.064858,0,0.0648415,0,0,0
0.463508,0.0453382,0,0.0435142,0,0,0
0.463758,0.0147431,0,0.0159983,0,0,0
0.464008,-0.0239697,0,-0.0274303,0,0,0
0.464258,-0.0954164,0,-0.0967099,0,0,0
0.464508,-0.204165,0,-0.207426,0,0,0
0.464758,-0.325502,0,-0.329071,0,0,0
0.465008,-0.461758,0,-0.458661,0,0,0
0.465258,-0.570159,0,-0.566064,0,0,0
0.465508,-0.636328,0,-0.633661,0,0,0
0.465758,-0.640525,0,-0.639875,0,0,0
0.466008,-0.573803,0,-0.572672,0,0,0
0.466258,-0.437804,0,-0.435231,0,0,0
0.466508,-0.253024,0,-0.249551,0,0,0
0.466758,-0.0403856,0,-0.0378544,0,0,0
0.467008,0.170898,0,0.171608,0,0,0
0.467258,0.346288,0,0.345876,0,0,0
0.467508,0.46549,0,0.468766,0,0,0
0.467758,0.523076,0,0.526558,0,0,0
0.468008,0.517059,0,0.518212,0,0,0
0.468258,0.473538,0,0.476774,0,0,0
0.468508,0.39953,0,0.399142,0,0,0
0.468758,0.326291,0,0.321955,0,0,0
0.469008,0.263807,0,0.264739,0,0,0
0.469258,0.215971,0,0.220805,0,0,0
0.469508,0.197872,0,0.20155,0,0,0
0.469758,0.188875,0,0.190658,0,0,0
0.470008,0.175615,0,0.177027,0,0,0
0.470258,0.145478,0,0.141944,0,0,0
0.470508,0.0699575,0,0.0699915,0,0,0
0.470758,-0.0332875,0,-0.0365178,0,0,0
0.471008,-0.183313,0,-0.185835,0,0,0
0.471258,-0.338244,0,-0.341744,0,0,0
0.471508,-0.5003,0,-0.49536,0,0,0
0.471758,-0.614274,0,-0.61367,0,0,0
0.472008,-0.676208,0,-0.675874,0,0,0
0.472258,-0.672096,0,-0.671079,0,0,0
0.472508,-0.594713,0,-0.59372,0,0,0
0.472758,-0.445861,0,-0.443765,0,0,0
0.473008,-0.259562,0,-0.262493,0,0,0
0.473258,-0.0608104,0,-0.0611351,0,0,0
0.473508,0.129371,0,0.129132,0,0,0
0.473758,0.27741,0,0.272604,0,0,0
0.474008,0.376609,0,0.378927,0,0,0
0.474258,0.41973,0,0.421801,0,0,0
0.474508,0.418457,0,0.419762,0,0,0
0.474758,0.381692,0,0.386647,0,0,0
0.475008,0.340631,0,0.345606,0,0,0
0.475258,0.307781,0,0.309945,0,0,0
0.475508,0.294601,0,0.290027,0,0,0
0.475758,0.290718,0,0.287321,0,0,0
0.476008,0.3092,0,0.307921,0,0,0
0.476258,0.315763,0,0.314442,0,0,0
0.476508,0.305084,0,0.307862,0,0,0
0.476758,0.253536,0,0.249509,0,0,0
0.477008,0.161351,0,0.157568,0,0,0
0.477258,0.0131108,0,0.0128017,0,0,0
0.477508,-0.168487,0,-0.168018,0,0,0
0.477758,-0.348912,0,-0.346641,0,0,0
0.478008,-0.516425,0,-0.521066,0,0,0
0.478258,-0.643361,0,-0.643466,0,0,0
0.478508,-0.698299,0,-0.702979,0,0,0
0.478758,-0.683893,0,-0.685128,0,0,0
0.479008,-0.592137,0,-0.591624,0,0,0
0.479258,-0.444714,0,-0.447009,0,0,0
0.479508,-0.264419,0,-0.26315,0,0,0
0.479758,-0.0820265,0,-0.0840845,0,0,0
0.480008,0.0781997,0,0.0826923,0,0,0
0.480258,0.202235,0,0.199188,0,0,0
0.480508,0.275967,0,0.279737,0,0,0
0.480758,0.303043,0,0.305672,0,0,0
0.481008,0.307088,0,0.305739,0,0,0
0.481258,0.290447,0,0.290002,0,0,0
0.481508,0.284224,0,0.288948,0,0,0
0.481759,0.293909,0,0.289929,0,0,0
0.482009,0.325997,0,0.326206,0,0,0
0.482259,0.369408,0,0.369078,0,0,0
0.482509,0.417354,0,0.421781,0,0,0
0.482759,0.43656,0,0.440371,0,0,0
0.483009,0.413703,0,0.413079,0,0,0
0.483259,0.352431,0,0.349643,0,0,0
0.483509,0.227673,0,0.225802,0,0,0
0.483759,0.0498389,0,0.0478508,0,0,0
0.484009,-0.15001,0,-0.151135,0,0,0
